kbg02**|너무 이뻐요♥♥     ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥그리고 살때 한치수 더 큰걸루 사야할것 같아요ㅠ그래도 맘에 들어요
dldmswl90**|이 가격에 이런 패딩이라니ㅋㅋㅋㅋ 역시 고고싱!♡요즘 별로 안 추워서 살까말까 고민하다가 1,2월에 대비해서 샀어요~!엄청 따듯하고 생각보다 안 무거워서 좋아요!ㅎㅎ주머니도 여러개여서 가방 따로 안 메도 돼요~!모자털도 은근 보들보들 하고, 생각보다 핏도 예뻐요♡기장도 넉넉해서 추운날엔 이 패딩만 입을 예정이에요!!!!다른 사이트랑 비교해봐도 저렴한 가격이니,고민중이신 분들은 꼭 고고싱에서 사세요~!!!
rjsxodz**|두툼 18합 브이니트_핫초코_ 처음에 보자마자 너무이뻐서 바로 구매했던 옷인데요!!입고지연이 조금되서 입고싶었던날 입지는 못했지만 기다린 보람이있을정도로 이뻐요!!!! 생각보다 두툼해서 조금두툼한 아우터 하나 입어주면 하나두 춥지않구 상세페이지의 색이랑 거의 흡사하구 저는 소매쪽을 한번 접어서 입어줬는데 접지않아도 엄청 여리여리해보여서 대만족 하는중이에여!!!앞으로도 고고싱 자주 애용하겠습니당!!!:-)
dldmswl90**|마음에 드는 색이 너무 많아서 고민하다가핑크, 코코아 2가지 색상 구입했어요~저렴한 가격 대비 은근 도톰하고 따듯해서 좋아요!코코아가 가장 마음에 들었는데, 받아보니 더 마음에 들었어요!사진은 약간 카키처럼 나왔는데- 카키보단 약간 어두워요~!터틀넥이 여유 있어서 코트에 입어도 편하고,이 옷 저 옷 다 잘 어울려서 간편하게 입기 좋아요♡기장 보시라고 사진 여러장 올려요ㅎㅎ
dldmswl90**|마음에 드는 색이 너무 많아서 고민하다가핑크, 코코아 2가지 색상 구입했어요~저렴한 가격 대비 은근 도톰하고 따듯해서 좋아요!핑크는 약간 톤다운된 핑크인데~ 칙칙하진 않아요~!터틀넥이 여유 있어서 편해요ㅎㅎ귀여우면서 여자여자해서 치마나 청바지 어디에나 잘 어울리고 귀여워요!♡기장 보시라고 사진 여러장 올려요ㅎㅎ
dldmswl90**|꽈배기니트 사고 싶어서 고민하다가 결국 샀어요ㅎㅎ색은 딱! 베이지 색이고, 기장은 많이 길지 않아요~!꽤 도톰해서 따로 이너 안 챙겨 입어도 따뜻해요♡♡♡마지막 사진은 터틀넥 느낌 보시라고 올렸는데,한 번 접어 입으면 포근하고, 3등분 해서 접어 입으면 깔끔해요!사진은 3등분 접은건데 불편함 없이 포근했어요♡다른 색도 사고 싶어서 계속 고민중이에요 ㅋㅋㅋㅋ아주아주 마음에 듭니다!!!! 고고싱 최고!♡♡♡
crysp**|치마 보자마자 예뻐서 샀는데 좀 짧아요ㅠㅠ 위로올라가구.. 아무래도 살을빼고 입어야될거같아요.. 그치만 디자인은 정말 예뻐요
sd003**|누가 저승사자같대요! 하고 남긴 후기를 보고 살까말까 고민을 많이했었는데 키가 작아서 그런지 좀 긴감이 없지않아있었구요딱 무릎까지왔어요 길이는!! 겨울에 간단히 코트에 입을수 있어 좋은 것 같아요기회가 된다면 다른색도 또 구매하고 싶네요^^
crysp**|많이 파이지도 않고 완전이뻐요!! 특히 뒤에너무 예뻐요~~ 이쁜초커랑 잘어울릴거같아요 가격대비 정말 괜찮은듯!!
dldmswl90**|색 고민고민 하다가 베이지로 샀는데 예뻐요!♡♡♡색은 화면하고 같고, 기장은 너무 짧지 않고 엉덩이 살짝 덮어요!촉감도 보들보들 엄청 좋고~ 은근 따듯해요~!사진처럼 모직코트에 입어도 깔끔하고 잘 어울려요!ㅎㅎ
renard10**|어깨가 넓어서 평소 니트종류 옷은 거의 입지 않지만리뷰를 읽어보고 이 옷을 겟 했어요입어보니 부해보이지도 않고 어깨라인과 몸라인을 살려줘서 이쁘네요 남친도 예쁘다고하네요박시하지도 그렇다고 너무 타이트하지도 않아 참 편하게 입을 수있네요
jinee12**|길이도 딱좋고 옷이 좀얇긴얇지만 추우면 안에 히트텍같은거 입고 겉옷입으면 따뜻하네요!! 목폴라라서 목도리도안해도되고 이게9800원이라니 가성비도갑!! 이뻐요♡♡
dream81**|정말 어디에 입어도 다 괜찮은 것 같아요! 제가 겨울엔 추위를 많이 타서 껴입는데 안에 입기 좋네요~ 그래서 자주 애용하고 있습니다 ㅎㅎ맨투맨에 입어도 이쁘고 니트에 입어도 이쁘네요~특히 쫀쫀한게 제일 좋아요! 싼 맛에 샀는데 득템한거 같아서 기분 좋네여 ㅎㅎ날씨 더 풀리면 저것만 입고 아우터 걸쳐도 이쁠꺼같아요
toih**|완전 완전추천이요!기모도 적당히들어가있고 완전쭉쭉늘어나요아..완전 감동먹었어용 그런데 하나더작은사이즈 시켜도 되었을뻔ㅠㅠ그래도 완전편함! 친구들이 다들 어디서샀냐고 물어보고 막 그래요!!짱편함bb
toih**|안감도 부들부들하고 디자인도이뻐요!다만 제가키가작은편인데도 불구하고 엉덩이반도안가려지지만ㅎㅎ그래도 만족해요!
dream81**|몰랐는데 팔이 굉장히 기네요 ㅋㅋㅋㅋㅋ근데 나름 귀여워요 ㅋㅋㅋㅋ이런 긴 옷 한 번 입어보고 싶었는데 본의아니게 입게 되네여 ㅋㅋㅋ 만족합니다! 팔랑팔랑거려서 제스타일! 그리고 두꺼워서 좋은거같아여! 굉장히 따뜻합니다~ 잘 산거 같아요 ㅎㅎ
dream81**|남자친구랑 롯데월드 갈때 치마랑 코트에 같이 입었어요! 목이 훤히 드러나지 않아서 바람 불어도 덜 춥고 목도리 안해도 괜찮네여~ 저는 팔 넉넉한거 좋아하는데 핏이 딱 제 스타일이에여 ㅎㅎ 목걸이 같이 해주면 포인트로 밋밋하지 않고 더 예뻐요!
dream81**|나름 귀여운 스타일이네요! 근데 생각보다 많이 얇아요 ㅠㅠㅠ 추운 날에는 못입을 것 같아요 ㅠㅠ 그래도 귀여워서 만족합니다 ㅎㅎ 통만 조금 더 좁았으면 정말 좋았을 것 같아요!!
wwoww**|요즘 사이즈를 M,L입어서 딱맞을 거라고 생각했는데,쫀쫀하니 잘늘어놔요 정말 대박저희언니가 S사이즈인데, 같이입어도 되요 !!그만큼 스판끼가 장난아니에여!!!!!!!!!!!대박제가 입어도 예쁘고 언니가 입어도 예쁘고 이건 사서 입어봐야 와우~ 하실꺼에여 살까말까 하시는 분은 무조건 구매하세여!!!!!!
qhdtmf19**|진짜사랑스러워요 배송도빠르구색도진하구이쁘구 너무얇긴한데 봄에입을라구용키가작은데도 허벅지까지오네요 가디건이랑입어야징고고싱은개미지옥 세일도자주하구 조으다~
qhdtmf19**|와ㅠ너무이뻐요 세일상품인데도 담날도착햇구요갈색도살까싶네요아이보리가 여리여리할거같아서 삿어요제가키가작아서 무릎위까지와요넘조아요 잘입을게요
eunjin44**|원래 청자켓을 좋아하는데 겨울이라 못입어서 아쉬웠는데 양털자켓이 있더라구요ㅠㅠㅠㅠㅠ진짜 엄청 따뜻하고 색깔두 만족스러워서 별다섯개요 ㅎㅎ 아 그리구 털이 약간 푸르딩딩하긴한데 신경쓰일 정도는 아닌것 같아요 진짜 추천합니당
suji**|생각보다 두꺼워서 따듯하게입기 좋아용 길이도 전체적으로 생각보다 길어서 바지나 롱치마 둘다 입어두 이쁠꺼같구여 무난하게 자주 입을 수있을꺼같아요 ~~
pax91**|너무 이뻐요 진짜ㅜㅜㅜㅜ리본묶는곳도 너무 이쁘고 소매도 넓고 또 색이 완전히 하얀 아이보리가 아니고 부드러운 느낌인 아이보리여서 따듯하고 여리여리한 느낌을 주는것 같아욬ㅋㅋㅋㅋ 앞으로 잘 입을것 같아요 감사히 잘 입을께용~
ain05**|옷이 예뻐서 일다 여리여리해보여서 좋아요 다만 직장인이나 학생이 곰부할때 입는다면 소매가 넓어서 조금 불편할 수는 있어요~!
ain05**|옷 패턴이 너무 귀여워보이길래 비싸지도 않아서 크게 기대안하고 구매했는데 배송온 제품을 뜯어서 입어보니가 너무 예쁘더라구요 저런 스타일 찾으신다면 꼭 구매하세요~
rlawlsdk7**|브라운색깔 딱 카라멜 느낌이라 이쁘구요핏도 기장도 딱 원하던거라 만족해요몸에 잘 붙어서 더 이뻐요가격대비 아주 좋습니당!!
proudjun**|음 ㅠㅠ 이쁜 애쉬퍼플인줄알았는데.. 촌스러운 색상의 애쉬퍼플이더라구요.... 도톰하고 따뜻해보이긴한데.. 매치를어케해야할지..
proudjun**|색상 너무 이쁘고 맘에들어요 !! 사진하고 비슷한 딸기우유색상 ㅎㅎ 남자친구가 이쁘다하네요!!! 브라운?저색도 살까 고민중..
1730529013927941**|쇼핑몰에서 처음으로 코트를 주문하는거라서 많이 걱정도 되고 후기도 엄청보고 그랬는데 고고싱의 '프리퍼 더블코트'가 가장 후기도 괜찮고 가격도 학생들이 사서 입기에  부담도 안가서 프리퍼 더블코트를 주문했어용 주문을 아침 9~10시 쯤에 주문했는데 바로 다음날에 와서 기분 꿀이 였구용 택봉 뜯으면서 코트 봤는데 진짜 너~~무 커서 걱정 엄청하고 입어봤는데 막상 입어보니 팔만 살짝 길 뿐 옆에 있던 친구도 엄청 이쁘다고 그래서 기분 짱 좋았어요..코디 이쁘게 하공 밖에 나가니깐 사람들이 다 이쁘다 해서 좋았어용 사진 보시면 키 154cm한테는 좀 크긴하지만 핏도 이쁘고 좋았공 160cm한테도 팔만 살짝 길 뿐 핏도 이쁘고 기장도 적당해서 좋았어용 160cm한테 기장은 무릎 바로 위 정도 였구용 약간 부직포 느낌이 있지만 그래도 진짜 이뻐용 어깨가 넓어서 더 넓어보일까봐 걱정했는데 어깨도 많이 넓어보이지 않아서 좋았어영 짖짜짅짜 이거 사세영...❣개꿀! 3번째 사진은 표면(?) 찍은거에용
dkdlel21**|허리사이즈가 너무커ㅇ욬ㅋㅋㅋㅋㅋ
leegu**|이거 색감도 엉청 이쁘고 두꺼워서 안에 뭐안입어도 잘안비치고.목폴라라따뜻하고 좋아용 이거 가성비 짱짱에요꼭사세용
leegu**|레드 쨍하구 감촉도맘에들고 색감두너무너무 이쁘고 좋은데 리본끝이 조금맘애안들우용 ㅠㅠ아쉬워용그래도 리본이 다가아니니까 이뻐용
leegu**|이거 후드티 진짜진짜 감촉좋아요무슨 양털몸에문데고잇는기분색감도 진하고이쁘고 이거 진짜 괜찮아요꼭꼭 사세요 후회안해요
rkdqhal386**|옷 받은지는 꽤 됬지만 소매부분이 짱짱해서 잘 안늘어날거같고 귀여운 느낌이 들어서 맘에듭니다!! 이번에 네이비로 하나 더 살예정이에요
qwertyuio**|저는  겉보기에도 예쁘고 일반 코트보다 두껍다는 평이 많은 프리퍼 더블코트 블랙을 구입 했습니다! 처음엔 인터넷이라서 못 미덥기도 하고 코트가 얇거나 또 배송이 많이 늦다는 말도 있어서 걱정 했었는데 걱정과는 달리 제가 27일 이후에 구매해서 그런지는 모르겠지만 배송도 빨리 왔고 저는 어깨가 넓은 편인데 어깨도 안 넓어 보이고 둥글둥글 한 느낌을 주는 것 같아요! 청바지와 니트를 입고 입으니까 엄청 예쁩니다! 일반 코트보다 훨씬 두툼해서 따뜻하고 길이도 제 키에서 무릎보다 조금 위라서 제가 원하던 길이예요 너무 길지도 너무 짧지도 않은! 잘 선택한 것 같아 좋아요ㅎㅎ♡ 괜히 베스트 2위가 아니네요ㅋㅋㅋ 저는 밝은 색상의 옷이 많기 때문에 블랙이 나을 것 같아서 블랙을 구입했고 목 폴라 니트에도 잘 어울릴 것 같은 코트네요 ㅎㅎ 이번 구매에 후회는 없습니당!!
leegu**|색감더이쁘고 특이하게생긴게 맘에드네요롱패딩이나 패딩이랑 같이입고 모자빼면특이하게생겨서 이뻐요 옷맘애드네요
leegu**|사진올리는 법을몰라서 글만씁니다.옷이 되게 툭이하게 생겨서 맘에들었고색감듀 괜찮고 옷 재질도 좋네요 ㅎㅎ더 좋은엇 만들어주세요
qwed7**|고고싱에서 코트처음사보는데 완젼성공한거같아요그리고세일해서 엄청저렴하게삿어요이제품다른쇼핑몰에서 8만원에팔고있더라고요진짜 싸게 잘산것같아요색상도 제가생각했던색상이라서좋았고 사이즈도넉너해서좋아요자주자주입을것같아요~~
tmfrl14**|깔끔하고 예쁘네용 특히 배송이 빨라서 마음에드네요^^고고싱 자주 애용해야겠어요ㅋㅋㅋ기본브이넥이라 어디에도 깔끔히^^  잘입겠습니당
tmfrl14**|단카라 기본티 예뻐융ㅎㄴㅎ배송도 스피드하고 깔끔해서 어디에나 어울리네용ㅎㅎ예쁘고 편안하게 잘 입겠습니당^^
tmfrl14**|편하게 입을 기본티 필요해서 여러벌 색깔별로 샀는데 가격 굿 배송역시 굿!  무엇보다 편해서 좋네요^^일할때 입기 좋겠어용ㅎㅎ
yom01**|목폴라가 되게 쫀쫀해서 놀랐어용 색깔도 너무 이쁘고 맘에 들어요~원피스안에 입으려고 샀는데 단독으로 입어도 이쁠 거 같아용 다른색도 또 사고싶네요 고고싱에서 니트 살 때 마다 성공적이여서 믿고 살수있겠어요!
qjtjttl**|안에 입을 목폴라티 찾다가 저렴한가격에 팔길래 사봤는데 괜찮네요! 목폴라티를 처음입어서 목이좀답답한느낌..이지만 입다보면 적응되겠죠!완전 따뜻하고 색깔도 무난해서 입기좋을것같네요 저렴한가격에 잘산것같아요~ 검정색은 셔츠안에 입어두 완전이뻐요!
qjtjttl**|안에 입을 목폴라티 찾다가 저렴한가격에 팔길래 사봤는데 괜찮네요! 목폴라티를 처음입어서 목이좀답답한느낌..이지만 입다보면 적응되겠죠!완전 따뜻하고 색깔도 무난해서 입기좋을것같네요 저렴한가격에 잘산것같아요~
lcy51**|빨강샀는데 너무 쨍한 빨강이라서 한번입고 못입겠어요..ㅠ그래도 품은 넓어서 편해요. 대신 코트입고입으면 가오리핏이기때문에 옷 기장이 올라가는것도 없잖아있는거같아요 디자인은 이뻐요
qjtjttl**|완전맘에들어요 길이감도 좋고 통도 적당해요 저번에 부평가서 15000원주고 사ㅓㄴ것보다 훨씬괜찮네요~ 색깔은 다크브라운이랑 베이지샀는데 좀비슷한것같아서 고민했는데 ㅜㅜㅜㅜ산다음날 색상추가라뇨 ㅋ..안될놈안,,,,ㅠ 근데둘다 색깔너무이뻐서 좋네요 베이지랑 다크브라운추천! 아근데 제가 사진을 제대로 안보고 ㅋㅋㅋㅋㅋ샀는ㄴ데 후드끈 끝에가 그냥 댕강 잘려있고 본드가붙어잇더라고요..불량인가해서 사이트 들어와서 확인해봤네요 ㅋㅋ 뭐이가격에 이퀄리티면 만족하니까!두번매듭묶어서 쓰고있네요! 2개구매로 샀는데 후기는 하나로밖에 못쓰네요 ㅠㅠㅠㅠㅠ...내후기적립금..
ksh40**|세일하고 가격 싸길래 니트랑 맞춰입으려고 긴가민가 하면서 샀는데 생각보다 너무 예뻤어요! 사이즈도 딱 맞고 진짜 이 가격에 너무 잘 산것 같아요 다른 쇼핑몰 보면 가격도 엄청 비싸던데 가격대비 진짜 좋고 길이도 적당하고 오랜만에 예쁜 치마 산것 같아서 진짜 좋아요.
ksh40**|일단 색깔은 화면보다 조금 어두운것 같아요! 그래도 끈 묶어서 입어보니까 리본도 너무 예쁘고 흔한 디자인은 아닌것 같아서 더 마음에 들었어요. 두께도 생각보다 두꺼워서 하나만 입어도 따뜻해요! 소매는 다른 니트보다 긴 편인것 같고 아무튼 잘 산것 같아요!
qjtjttl**|마른편인데 바지가너무 레깅스처럼 꽉!!끼는게 싫어서 인밴딩이니까 허리안크겠지 하고 M샀는데크네용...ㅠ S살걸 하는 마음입니다. 교환은 귀찮아서 안하고 그냥 입으려고요 완전편하고 스판끼쩔어요 근데 기모가 기모라고 말하기도  조금 민망하게 ...그냥 바지라고 생각해야할것같아요 가격대비 만족합니다~
wlgns70**|이건진짜편하고 다리를올려도뭔레깅스인줄앎짱편해서말도못끊겠음..스키니인디 진짜편하고짱좋아요 추천드려용★
wlgns70**|펑퍼짐해서첨엔머야.... 왤케커라며놀랐는데 입고나니익숙해지고너무귀엽고사랑스러운옷이고지금도좋아서왠만하면이옷만입고다님...
wlgns70**|옷이이뻐여.... 이뻐서매일입는데너훙좋아ㅢㅡ느어째...ㅠㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ너무좋아서편하고좋습니다 좋아서좋다는말밖에
wlgns70**|와천국바지가왜천국바지인지알아냈다 이건진짜누가뭐래도반박불가바지ㅋㅋㄱ짱편해.......... 좋아ㅡㅠ
wlgns70**|너무예쁘고 고고싱진짜좋다ㅠㅜ 매일혜택많이주시고이벤트와우ㅠㅠ 여기나의인생의쇼핑몰입니다짱좋아ㅜㅜㅠㅡㅠㅡ
rkdwldms19**|살짝 반짝거림은있는데 완전여성스럽고가볍고이뻐요~~~친구도 제꺼보고 구매한다고했어요!!!!짱이쁨@@@@
rkdwldms19**|진짜 좋아요~~소재도 굿짧지도않고 길지도않고 청바지에입으니까완전이뻐요~~~~~~~~~~~
hw38**|할인할때 삿눈데 완전 만족합니다!! 은근 따듯하고 아무 옷이랑  입어두 어울려요!!ㅎㅎ완전 추천합니다! 이뻐용!!!!
qkrgkdus**|저는 다른사람들보다 길은거같아서 원피스로 입고 다녀요. 티로 입어도 예쁜데 저렇게 입어도 예쁜거같아서 괜찮은거같네요!!
482975915222939**|세일하길래 기대 안하고 무난하게 입자해서 샀는데 가격에 비해 너무 이쁘고 질좋아요ㅜㅜ 먼지도 되게 잘 붙는 재질일줄알았는데 전혀 아니고 기장도 딱 이뻐요! 꼭사세요♡♡
gus34**|옷 이뻐요! 색깔도 맘에들고 제일 마음에 드는건 진짜 따뜻해요!!! 추위 엄청 타는데 이거입고 나간날은 추웠던 적이 없어요! 그정도로 따뜻하고 두꺼워요. 보통 겨울코트보다 이게 훨씬 두꺼워요 진짜 잘산듯 ㅠㅠ 근데 뒤에 트임부분이 불량인지 자꾸 뜨고 우네요. 반품시기 놓쳐서 그냥 입고있는데 다음부턴 확인하고 보내주세욥
qkrgkdus**|생각보다 따뜻해서 마음에 드네요. 색이 좀 더 연했으면 더 이뻤을거 같네요. 하의에 무엇을 입어도 괜찮아서 좋아요!!!
1680224422247340**|걱정했던것보다 핏이 괜찮아서 만족중입니다! 근데 골반이없다보니 허벅지쪽통이 살짝 커서 줄여입어야될거같아요ㅠㅠ 그것빼고는 이쁘고 괜찮아요!!♡
1680224422247340**|입어봤는데 생각보다 많이커서 원피스로 입었어요! 핏도 나름 이쁘고 색은 착샷보다 많이 어두운데 저는 더 진한초코색을 원해서 만족했습니다! 배송도 목요일저녁에주문해서 월요일에올줄알았는데 토요일에와서 넘 좋았습니다ㅠㅠ♡
kkjcan**|저번에 코트 잘못와서 다시 블랙시켰는데 이번에 제대로왂네염 이뻐여 무릎에서 한뼘안되게 있어서 ㅎㅎ지짜 이쁨니다 싼 가격에 잘 샀네옹
kkjcan**|블랙 샀는데 카키 와써염 ㅋㅋㅋㅋ 그래두 반품하기 귀찮아서 입으려는데 예뽀여 칙칙한 카키아니에영 이뻐서 자주 입게되영 ㅜㅜ 고고싱짱
kkjcan**|카키 코트랑 입으려고 블랙샀는데 개이뻐오 자주입어영 블랙 코트랑 입어도 지짜 이쁨니다 다들이거사세영 ㅠ 담에 다른색도 살고에요 ㅠ
tnwls0**|예쁜데  사이즈가 딱맞아요  근데 안에 뭐 끼워입기는 힘든거같아요 제가 사진을 못찍어서 그란데 ㅋㅋㅋ 실물이  더 이쁨니다 ㅋㅋ
tnwls0**|55삿는ㄷㅔ  너무 딱맞아서 안네 니트랑 같이입고싶은데  니트를 넣으면  너무 조여서  힘들어요 ㅠㅡㅠ  길이도 적당하고  핏도 예쁜데   M살껄 그랫나봐여 ㅠㅡㅠ 예쁘긴 합니다
tnwls0**|ㅋㅋㅋㅋ생각보다  핏이 좀 크네여제가 사진을 넘  대충찍어서 그런데  입어보면  꼭 저렇진않아여   예뻐요 근데  단추를 잠그는건 아닌거 같애요 ㅋㅋ 너무 커서  그냥 박스를 입은듯한?아무튼   저런 느낌운 아니니깐  사서 입으셔도  괜찮을꺼같디구해여
qjtjttl**|평소 폴라티같은게 안어울려서 하나도없는데 배송비때문에 상품하나더시킨다는게 그냥 눈딱감고! 이걸사버렸어요..ㅎㅎ근데생각보다 괜찮더라고요 ㅎㅎ목이 생각보다 길었어요 그리고조금 팔통이 커섷ㅎ..워낙 말라서 안에뭘입고입으려고요 @카키색이쁘고 잘산것같아요굿굿!
kkongy**|우선 제가 인터넷쇼핑몰에서 코트를 사보는 건 처음이라 되게 고민을 많이 했었어요. 코트가격치고는 정말 저렴하고 또 재질이나 입었을 때 핏을 제가 직접 보는 게 아니기 때문에 걱정이 많았는데 이 프리퍼 더블코트는 워낙에 후기도 좋고 평소 고고싱 상품 중에 만족하지 않은 상품이 없었기때문에 믿고 사봤습니다! 그런데 상품받아보고 입어보니까 진짜 그간의 걱정이 싹 날아가더라고요.여러면에서 정말 만족스러운 코트였어요!!우선은 두께감이 진짜 맘에 들었는데요. 한겨울에 못입을정도로 얇은 코트들이 많잖아요ㅜㅠ그래서 이 코트도 그렇지 않을까 했는데 헛된 생각이었습니다..이거 진짜 두꺼워요! 그래서 얇은 니트에 코트하나 입고 나갔는데 진짜 하나도 추운걸 못느꼈어요! 깜짝 놀라서 자로 두께를 재봤습니다ㅋㅋ(치밀한 여자) 목카라쪽은 1cm 소매나 다른 부분은 0.5~0.7cm 정도의 두께더라구요. 진짜 두께감은 걱정안해도 될 것 같습니다. 무게는 1.2kg이었어요! 그리고 소재도 되게 맘에 들었어요! 고고싱 자체원단이라고 하던데 진짜 믿고 사는 고고싱ㅜㅠ 부들부들하고 따뜻하고...빛받으면 막 싼티나게 반짝거리는 그런 원단들 쓰는 코트 많던데 진짜 이 코트 원단하고는 비교가 안되요! 오래오래 입을 수 있을 튼튼한 코트에요!그리고 제가 키도 크고 체형도 좀 있는편이라 너무 딱 맞거나 짧으면 어쩌나 했는데 무릎 위 반뼘정도의 딱 기본기장이라 좋았고 품도 넉넉해서 안에 두껍게 입어도 될것같아요ㅜㅠ 무엇보다 맘에 들었던건 핏감이었어요.몸매 예쁜 모델분들이 입으니까 이쁘게 나오는 게 아닌가 싶었는데 저같은 사람도(물론 모델분만큼은 아니지만)핏이 일자로 딱 예쁘게 떨어져요!! 옆에서 봐도 핏이 진짜 예뻐요.. 단추 잠구고 입는것도 예쁘지만 저는 개인적으로 풀고 입는게 더 예쁘더라고요. 저는 블랙색상을 샀는데, 기본색이라서 코디하기도 편하고 어디서든 입기좋아서 굉장히 만족했습니다!! 안쪽에 있는 주머니에는 여분의 단추가 들어있는 센스♡ 아, 그리고 배송 진짜 빨라요!!입금한 바로 다음날에 왔더라고요!(서울도 아니고 지방인데...)고민하고 계시는 분들 꼭 구매하시길 추천합니다!이 코트 덕분에 올겨울은 따뜻하게 예쁘게 보낼 수 있겠어요♡
mj54**|와인색삿는데 이뻐요!! 방울을 어떻해 묶어야 할지 고민하다가 사진보고 이렇게 하는구나 알게됫어요 ㅋㅋㅋ  다른 롱치마들보다 약간 좀짧았지만 색도 흔지 안고 방울도 귀여워서 자주입을꺼같네요~~
mj54**|이뻐요~~~ 기장도 나쁘지않고 폭도 좋구요! ㅜㅜ 근데 옷이 너무주글주글 하게 와서 다리미질하다가다리미 자국이 낫어요ㅠㅠㅠㅠ 오자마자ㅜㅜㅠㅠㅍ 색감도 이쁀 다크 핑크? 톤다운된 핑크네요 ㅎㅎ
wlsdk09**|배송 진짜 하루만에 왔어요 짱 빠릅니당! 솔직히 전 하트 없었으면 좋겠다고 생각했지만 잘 안 보여서 괜찮아요ㅋㅋ 옷도 이 가격이면 좋고 안에 입어도 돼고 단독으로 입기도 좋아요.
thswl**|후기가좀늦네여ㅠㅠ 검정긴코트기장찾다가 이거보구이쁘길래바로시켯는데 배송이3~4일정도걸리듯해요ㅠㅠ..오자마자 뜯어밧는대 이게뭐람.. 존예 ㅠㅠ 키가큰편인데 기장도딱원하던길이고 이쁨 ㅠㅠㅠ!! 자주입고다닣거같아여 ^^만족만족 고고싱짱 ~
ksu86**|슬림핏?이다보니까 허벅지보다 종아리로 갈수록 통이 좁아지는데 제가 종아리가 두꺼운 편도 아닌데 이상하게 종아리가 끼네요... 살을 빼고 입어야겠습니다 ㅠㅠㅠㅠ
ksu86**|두꺼울줄 알았는데 생각보다 얇네요그래도 예뻐서 만족하면서 입고 있어요!길이도 길고 무엇보다 색깔이 따뜻해보여서 좋아요!
songjung77**|모직이라 따뜻하구 핏이 이쁘네용 ㅎㅎㅎ
soome10**|색깔이 너무 예뻣어요. 디자인도 정말 마음에들엇고 이바지는 아무옷에나 무난하게 잘어울리는거 같아서 너무나도 좋았어요.그리고 바지도 되게편했어요 쫙쫙 잘늘어나고 좋았습니닷!!!^^
soome10**|바지가 너무너무 편했어요. 쫙쫙늘어나고 너무편하고 잘늘어나니까 체육시간에도 이 바지를 입고햇는데 전혀전혀불편하지않았어요.!! 오히려 너무 편했어요. 디자인도 되게예쁘고 강추!!!!!!!
soome10**|디자인이 되게 예뻣어요.!색깔도 정말 마음에들었고.기장도 어느정도 괜찮았던거 같아요.!근데 좀 추웠어요.바람이 들어오는것도 같았고. 이점만 빼면 진짜로 완벽한 제품인거 같아요 이런 옷도 한벌쯤은 있어도 될꺼 같아요!!
soome10**|일단안에 털이있어서 되게따듯햇어요.~~옷도 되게 부들부들해서 느낌도 굉장히 좋았고 앞쪽에 주머니도잇어서 손이 추울때 주머니에 느면되고 아니면 물건같은거 주머니에 넣을수도잇고 되게 편햇어요.^^ 옷도 되게 귀여웟고 예뻤어요! 이 후드티 강추해요^^~!
hwlal**|다들 예뻐서 어떤색을 고를까 진짜 고민 많이 했는데 카키도 진짜 예뻐요 배송이 너무 느려서 좀 아쉬운거 빼고는 완전 짱짱맨!!
hwlal**|진짜 예뻐요!!! 사실 싸길래 기대 안하고 산건데 입어보니까 완전 예뻐요 배송이 너무 느려서 좀 아쉽지만 진짜 만족하면 서 입고 있어요
soome10**|이옷은일단 디자인도디자인이지만 너무나도 편했어요.체육시간에 이옷을 체육복으로입었는데 불편하다는느낌도아예없었고 너무나도편하게 운동할수잇었던거같아요.!~그리고 디자인도 너무나도 이뿌고..ㅠ 진짜 이옷은 강추합니다.!!!!
soome10**|일단 옷이 너무 이뻣어요.^^ 색깔도 너무너무 마음에 들고 옷도 되게 따듯햇어요.옷도 되게 부들부들하고 느낌이 너무나도 좋았어요. 진짜 사길 잘한거같아요.!!후회안해요.! 이옷 진짜 강추!!!!!~~^^
star5734**|엄청 빨리 배송 되어와서 완전 좋았어요 디자인도 이쁘고 핏도 이쁜데 길이가 조금 짧아서 아쉽네요...겨울에만 입을꺼니깐 긴 코트랑 입으면 완전 이뻐요~~
star5734**|캐주얼 정장같은 느낌이예요 봄 가을에 위에 입고 다니면 깔끔하고 보기 좋을 것 같아요~청바지에도 잘 어울리고 스키니나 치마에도 잘 어울려서 입고 다니기 좋아용~~
star5734**|뒤에 고무줄로 되어있어서 엄청엄청 편해요 길이도 딱 이쁜 길이고 디자인도 깔끔해서 너무너무 맘에 들어요~검정색 팬츠도 사고 싶었는데 아쉽네요... 잘 입고 다닐께요~~
star5734**|완전 예뻐요 깔끔하고 길이도 적당해서 날씬해 보이고 쫀쫀해서 움직임이 편해요~~ 두께도 적당해서 사계절내내 입어도 될 것 같아요~~ 완전 강추임
star5734**|평소 사고 싶던 셔츠모양이었는데 세일해서 완전 득템!!!!! 치마랑 입어도 이쁘고 봄 가을에 아우터처럼 입고 다녀도 이쁠 것 같아요~~!!
yjhe**|진짜 잘샀다고 자부 할 수 있는 옷임 ㅠㅠㅠ 그레이가 입고 되느라 시간이 조금 걸렸지만 기다린 보람이 있음 ㄹㅇ로 ㅠㅠㅠ 가성비 갑!!!
