760366330840784**|친구와 같이 트윈룩으로 구매했습니당~~끈도 다양한곳에해도 되서 너무 좋았습니다 너무만족해요!
24797564**|신축성 좋고 비침이 없어용~ 키가 큰편인데 부담스업게 짧지않아좋아요 여름에 하늘색 티셔츠랑 입으려구요 ㅎㅎㅎ
se45**|투피스 이쁜데 제가 뱃살이 넘무 많은가 봐여...ㅠㅠ 배에 힘을 안주면 훠후~~~ 알죠 다들?ㅋㅋㅋㅋㅋㅋ 근데 입은거 갸이뻐요 사길 잘한것 같아요 나중애ㅣ에 놀러 갈땨 입고  기회된다면 착용샷 올려드릴께용 진짜 이뻐요 여러분><
se45**|와 이렇게 이쁜 원피스 처음봤어요... 진짜호 저한테는 안어울릴줄 알았는대 진짜 개이뻐요 팔 부분 너무 마음에 들어요 ㅠㅠ 진짜 띠뜨루 개짱 저 진짜 여리여리한 시스루 사고 싶었는뎅.ㅠㅠ 힝 너무 좋아용 그리고 엄청시원해요
se45**|크 이 바지는 말할 필요가 없어요 딱 일자 진짜 너무 잘맞고 애들이 너무 이쁘다고 다리가 길어보인다고ㅋㅋㅋㅋㅋㅋㅋ칭찬을 너무 해서 쪽팔렸어용 일자핏 사고 싶어서 많이구매는했지먼 더 실패했는데 고고싱에서 2개 구매했는데 와 내가 그렇게 바라던 일짜 너무 좋아요 ㅠㅠㅠ 사세요 진짜 짱좋으니까
se45**|이거 투피스에.입으려고 샀는데 크... 어쩜 딱이에요 딱 너무 좋아요 진짜 말그대로 쫀쫀해욬ㅋㅋㅋㅋㅋㅋ
se45**|진짜 래알 개 이뻐요 이런 일자핏 사고 싶었거든요???레알 개이뻐서..ㅠ. 사짘 추가 하고 싶지만 시간이 없어서 ㅠㅠ 나중에 다른거 살땨 할께요 근데 진짜 예뻐요♡♡♡ 진짜 사둔다음 그냥 간편하게  입을수있는거 같아요
sasadng10**|예뻐요ㅠㅠㅠㅠㅠㅠ 진짜예뻐요 이번에 고고싱에서 35만원정도 질렀는데 얘가 젤 맘에들어요 팔에 리본있는것도 좀 귀찮긴한데 귀여움 여성미뿜뿜 쩔어요
sasadng10**|색깔이 너무 예뻐요 딱 귀여운 노랑색ㅠㅠㅠ! 품도 널널해서 좋고 걍 색깔 예쁜거 만으로도 충분히 살만합니다 굿
sasadng10**|걍 무난하게 예뻐요 그레이 컬러라 땀나면 티날까봐 좀 걱정이긴 한데 밝은 그레이라 괜찮을거같아요
sasadng10**|너무 짧아요..... 거의 아동복 수준으로 짧고 브이넥이 생각보다 엄청 깊게 파여있어서 자주 입을거같진 않음;
sabgm**|너무 예뻐요 실물이 더낫네요 블랙색상으로 잘산것같아요 딸이입었는데요 넘 잘어울리더라구요 하루만에 배송해주셔서 감사합니다.
yeji04**|아이보리 구매하고 사용하다보니 가격대비 너무 좋아서 네이비 주문해서 20일만에 받았네요네이비가 훨씬 유니크하고 이쁘네요! 괜찮아서 친구들에게 선물하려해요~배송 느린거만 빼면 좋아요추천합니다!
sabgm**|딸아이가 사달라고해서 구매했는데요 가격대비 좋네요 소재가 부들부들하고 속치마도있고 기대이상이예요 이쁩니다.
abcd10**|양말 좋음
cha**|와 ㅠㅠ 동생이랑 같이 시켰어요. 저는 다른 원피스 골랐어요. 근데 동생이 시킨거 한번 입어봤는데 진짜 더 이쁘고 구래서 완전 후회했어요. 이거 정말 이뻐요. 어디에 입어도 어울리고 매일 데일리로 입기에도 부담없고 짱좋 ㅠㅠ 베스트인 이유가 있어요 정말..
cha**|편하게 입으려고 샀어요. 사진이랑 색깔 거의 비슷한데 실제 온게 좀 더 진한거 같은데 신경 안쓰셔도 돼요. 팔부분이 팔꿈치 덮어줘서 짱편해요.
cha**|사실 ㅠㅠ 상품평 나쁘게 남기는 편은 아닌데... 첨 신었을때 발등만 보여야되는데 발가락까지 보이는거에요 ㅠㅠ그리고 너무 뾰족하고 발볼이 좁은 분 신으시면 예쁠거 같아요. 걸어다닐때 편할줄 알았는데 자꾸 벗겨지려고 해서 5분 낑낑대며 신고 돌아다니다가 아는동생 줬어요. 제가 발이 커서 그런가봐요. 250이거든요. 제 발 잘못이에융 ㅠㅠ 발 작으신 분들 많이 신으세욤 !
cha**|주문할 때마다 양말 꼭 하나씩 구매해요. 무늬 줄무늬 발목양말 완전 무난하고 또 이뻐서 샀오요. 짱짱햄.
cha**|딸이 샀어요. 디자인이 맘에 드네요. 벨트하나 필요하다고 했는데 지가 잘 골랐겠죠. 감사해요.
cha**|평소에 M시키면 무조건 맞아요. 입어봤는데 허리랑 다리 완전 완전 편해요. 크진 않지만 조금 남아서 S시킬걸 그랬나 생각했지만 이 바지 원래 스키니처럼 불편하게 입으려고 산거 아니니까 맘에 들어요. 정사이즈 시키면 될거같고 다리가 긴편인데 완전 길이 기장 딱좋아요.  밑단 부츠컷도 과하지 않아서 좋아요.
vldzmth**|오트밍 색상이 제가 딱 원하던 색이어서 완전 맘에들어요 ㅎㅎㅎ 너무 하얗지도않고 너무누렇지도않고 이뿝니당 ㅎㅎ
vldzmth**|오트밀 색상이 참 제 스탈이네요 ㅎㅎ 이뽀요
vldzmth**|깔끔하이 딱! 맘에듭니당 ㅎㅎㅎ 제가 찾던 디자인이네용 생각보다 박시하긴하지만 전 박시를저아하니까 괜찮어용~,~ 잘입을게요 ㅎㅎ
vldzmth**|제가 직접 랩으로 두르는 치마인지는 몰랐는데 받고나서 놀랬어용 ㅋㅋㅋㅋㅋ근데 치마자체는 넘나 예쁘고 키작은 저에게도 길이도 알맞고 ㅠ 여리여리해보이고 이뿝니당!!!!저는 베이지샀는데 생각보다 어두운? 베이지이긴했지만 그래도 이뽀요
vldzmth**|화면으로 보이는거랑 똑같은색이라 맘에 듭니다!적정한 레드브라눈이랄까 ㅎㅎㅎㅎㅎ맘에들어용 이뿝니당
vldzmth**|이쁘긴 이쁩니다!!!!근데 진짜 사이즈가 좀 작게나온것 같네요...평소에 고고싱에서 바지사도 다 맞았는데 이번이는 딱 맞아요ㅠㅠ 좀만살찌면 못입을거같은..ㅎㅎㅎㅎ그리고 버지가 넘 얇아서 주머니랑 지퍼부분에 안감이 다보여서 이쁘다말었너뇨 ㅠㅠㅠㅠㅠ 아쉬버여..그래도 속옷보이는정도는 아니라서 다행이고 디자인은 깔끔하이 이쁩니당!
vldzmth**|이뽀요~ 레터링도 깔끔하고 아이보리사려고 했는데 ㅎ하이트도 이쁘네용!!!!! 편하게입기조아요옹
conee**|기장은 길지않아서 더 좋아요 ㅋㅋ어벙한거 싫어하는데 핏도이쁘고 색상도 약간 톤다운된 블루 색상이어서 좋네요! 여름내내 잘입을듯해요!
cha**|저 이거 파란색 사서 신고 너무 잘신고 너무 예뻐서 분홍색도 샀어요 ㅎㅎ눈물나게 귀여워용 ㅠㅠ
cha**|처음에 인스타 보고 반해서 들어왔어요! 넥라인 안파인게 좋아서 저한테는 딱이었어요. 롱원피스 사고싶었는데 키가 167이라 무릎 밑에까지는 안오고 거의 무릎이었어요(길게입고싶었는뎅ㅋ.ㅠ). 고급스러워요. 잘입을게요.
ksh1225**|허리가 커서 남고 지퍼 부분이 떠서 배 나온 것처럼 보여요ㅋㅋ큐ㅠㅠ...하지만 벨트 쓰면 수습 될 정도니까 괜찮습니다. 길이도 적당한 편이에요. 다만 한번 빨았더니 밑단 커팅이라 그런가 밑단에서 실이 무슨 거미줄처럼 늘어져서 다 잘랐습니다... 세탁 할 때 주의하세요옷 자체는 예뻐요 가격대비 나쁘지 않습니닷
ekdud3**|이뻐요!! 키가 작아서 걱정됏는데, 딱 생각했던 길이에요!! 다만 생각보다 딱 붙어서 뱃살 좀 빼고 입어야할것같아요 ㅠㅠㅠ 뱃살부각 좀 심해요. 그래도 너무 이쁩니다 싼 가격에 좋은 옷 사서 기분좋아용~~~~
xmfnthq**|감사해요 배송 빨라요
xmfnthq**|감사해요 배송도 빨라요
xmfnthq**|감사합니다 배송도 빨라요
ann17**|제질도 부드럽고 치마에 입어도 어올리고 바지에 입어도 어올리고 어는 곳에든 잘 매치해 입을 수 있어서 너무 만족스럽고 좋아요!
ji9409**|흰 바지에 L사이즈라 고민이 좀 됐지만언제 한 번 입어보겠나~ 하는 마음으로 구매 ㅋㅋ!!입고 나갈때마다 이쁘다는 소리만 듣고 지냅니당 ㅎㅎ
ji9409**|정말 너무너무 맨날맨날 입어도 될 정도로마음에 쏙 드는 옷이에요 ㅠㅠㅠ 싼 가격에...잠옷으로 쓰일까 걱정했었는데잠옷으로 쓰기엔 ㅇㅏㄲㅏ운 정도 ㅠㅠ고민하고 계신 분들 계시면 바로 구매 고고싱하시길 ㅋ.ㅋ
sun22**|색상 정말 예뻐요. 정말 밝게 나온 연보라색이라서 통통 튀어보여요. 근데 옷을 어떻게 만든건지... 옷 재단선이 매우 이상합니다. 돈만 날린 것 같네요.
95146272**|크롭티 입고 다니기 좋은 날씨라 잘 입고 있어요~ 예쁘게 코디해서 입을게요~ 이쁜 옷 많이 올려주세요~
95146272**|크롭티 입고 다니기 좋은 날씨라 잘 입고 있어요~ 예쁘게 코디해서 입을게요~ 이쁜 옷 많이 올려주세요~
133174459**|완전 짱 핏도 예뻐요무난하고 심플한 옷 찾고있었는데 이옷이 딱이예요 하얀색프린팅글씨 빡빡손톱으로 긁어봤는데 안지워져서 좋아요 s노란색저번에 샀는데 이번s검정색이 옷이 더 크게온거같아요 별로차이 안나긴한데 그래도 가격이 착해서좋아요
sujung37**|다들 사이즈 너무 작게 나왔다하는데 제가 허리가 많이 얇은 편이라 아무리 작게 나왔어도 좀 커요 ㅜㅡㅜ 그래두 핏은 괜찮은 거 같아요!
sujung37**|평소 220신는데 이건 230으로 시켜도 적당히 딱 맞아요! 첨엔 거실 실내화 같기도 해서 많이 고민했는데 실물도 보니까 더 이뻐서 맘에 들어요 이제 더워지는데 자주 신을 거 같아요 ㅎㅡㅎ
rlathfk6**|기본 티로 입기 딱 좋아요. 옷 소재도 괜춘! 배송지연만 아니였음 진짜 좋았을 듯.....
rlathfk6**|사진으로 봤을 때 너무 예버서 바로 겟~!!근데 입고지연으로 늦게 받았는데 포기할 수 없어서 늦게라도 받았어요. 핏은 진짜 예뻐요. 근데 사이즈가 약간 작게 나온듯해요ㅠ.ㅠ 정사이즈보다 조금 작은 느낌ㅠ.ㅠ 그래도 입으면 핏은 대박~!!!!
rlathfk6**|핑크가 생각했던것보다 연해서 만족!!! 여름에 입으면 딱 괜찮을 듯해요. 팔길이도 적당하고 괜춘~!! 색을 제일 많이 고민했는데 핑크색으로 하길 잘한것 같아요.
rlathfk6**|딱 기본티로 좋을 것 같아요. 천도 부들부들하고 좋네요. 줄무늬도 두꺼운게 아니라 만족합니다.
rlathfk6**|생각했던것보다 천에 하얀 가로줄(?) 그게 진하네요. 이럴줄 알았으면 검정섹으로 살걸 그랬어요....
rlathfk6**|요즘 로브가디건을 많이 사고 있는데 다른 로브에 비해 길이가 길어서 너무 좋네요. 바람불때 입거나 비 올때 입으면 팔쪽 길이도 길어서 좋아요. 근데 전체 길이가 좀 길어서 다리에 걸리기도 하더라고요.....그래도 주머니도 잇고 끈도 있어서 좋아요.
siamick**|제가 그렇게 큰키가 아니라 롱스커트는 잘 안입는데요, 이건 진짜 키작녀를 위해 태어난 롱원피스같아요. 정말 예쁘구요 맘에들구요 속치마도 낭낭하니 길고 좋아요. 팔부분 기장도 짧지않아서 겨드랑이 신경쓰지않아도 되고 좋네요. 가성비 짱입니다. 많이 파세요^^
gmldiqk**|흰색반바지를 사고싶었는데 이제 여름이고 날이 더워져서 린넨 바지로 구매해봤어요!! 사이즈 정말 잘맞구요 너무 짧지도않아서 마음에드는 상품입니다!! 린넨이라그런지 정말 한여름에 입기 좋을듯해요 모두들 쟁여두세요~~~♡
gmldiqk**|고고싱에서 세일할때 구매한 가디건이ㅔ여 ~~ 평소에 계속보기만했는데 사길잘했어요 실문갑입니다!! 진짜 여리여리해보이는 썸머가디건입니당~~ 바다갈때 꼭 입어야겠어요 티 겉에입어도 존예입니다 고마워요 고고싱♡
tkfkd11**|키작은 사람한테도 진짜 이쁘게 잘어울려요 ~ 개추천 ~~!!! 덥지도 않고 춥지도않고 속치미랑 겉치마랑 따로되어있어서 진짜 개편해용
tlsdl**|회사에서 워크샵으로 대만 가서 입을려고 샀는데 튜브탑 입어도 비치네요..생각보다 많이 커서 옷핀으로 찝어서 입었어요ㅎㅎ 바지지만 많이 짧아요 안에 속바지 바쳐 입어야할것같애요그래도 사진찍었을때 이쁘게 나와요~
sweetsky**|총 4개 주문했는데 당일출고해주셔서 엄청 빨리 받았어요!아이보리색 꽃무늬 원피스 찾고 있었는데 보자마자 너무 예뻐서 샀어요.ㅎㅎ길이도 딱 적당하고 나풀나풀한 게 너무 예뻐요!!
haeun94**|아이보리인데 예쁜 아이보리에요아이보리+흰색섞인느낌? 입었을 때 편하고 생각했던 것 보다 예뻐서 놀랬어요!! 휴양지 놀러갈 때 입기도 좋고 깔끔하게 티에 입기도 편할듯욤
wjddndi1**|"생각보다 많이 비침이 심하더라구용. 일하러 가야하는데 늦어서 그냥입고 나갔다가 하루종일 걷옷입고 있었네용. 근데 티가 진짜 재질이 부들부들하고 좋아요! 입으면 ""시원하겠다""라고 느낄정도였어요. 원피스랑 같이 입을려고 산거지만 원피스가 입고가 미뤄지는바람에 지금은 못입지만 그래도 만족스러워요."
kly12**|수납공간이 많아보여서 구매했는데 정말 누구든지 에코백 이름 잘지은것같음 ㅇㅇ 왜냐하면 너무 크거든여, 아마 키작은 친구들은 저 에코백에 들어가도 될 것 같구 덩치가 큰 친구들은 아담한 가방 연출을 하실 수 있을 것 같아여 ㅎ ㅎ 일단은 그래도 수납공간 많아서 좋고 커서 아무거나 잘들어가서 좋네여
kly12**|포토리뷰를 작성하면 적립금 천원을 더 주지만 이걸 입고 찍은 사진이 없어서 그저 아쉬울 따름입니다. 여튼 색도이쁘고 바지도 사이즈에 맞게 잘나온듯함 5점드림
kly12**|길어서 좋네요 ^ ^! 요즘 살이빠진건지 아니면 이게 ㅡㅋㄴ건지는 모르겠는데 허리부분이 커서 내가 살이빠진 듯한 느낌이 들었습니다 그래서 기분좋았음ㅋ
25739683**|옷 너무예뻐요 인기많은이유가 있네요 엄청더운 한여름에는 긴팔이라 더울 수 있겠지만, 선선한 날이나 비와서 조금 쌀쌀할때는 입기 적당한 것 같아요ㅎㅎ 이거 입은날이면 거짓말 안하고 다들 오늘 데이트하냐고 물어볼 정도로 꾸민 느낌을 주는 블라우스에요ㅎㅎㅎ 고민하고계신다면 사도 괜찮을것같아요!
soultree07**|예뻐요 팔길이가 길어서 넉ㄴ거하게 입기에 좋아요.. 보통은 팔이 짧아서 스트레스 받았는데..
anvos**|산지는 2주는 됐어요 인기가 많아서 오는데 오래걸렸네요! 근데 후기가 왜 좋은지 알겠어요 옷이 저렴한데 너무 예뿐것 같아요. 사이즈도 66도 입을수 있는 사이즈입니당 밑에 치마를 입어야 더 이쁠것 같아요!
anvos**|바지 색깔이 일단 너무 예뻐요!! 적당히 얇고 편해요. 사진은 제가 바지 밑을 좀 잘랐어요 키가 작아서 발목 드러나게 입고싶어서용 ㅎㅎ 고고싱바지들은 원래 그런건지 모르겠는데 뭔가 다리통?에비해 허리가 좀 조이는것 같아요 L가 28인치 정도 되는것같네용
anvos**|검정색 스키니가 필요해서 찾다가 후기도 적당히 괜찮고 해서 골랐어용 완전 발목까지 조이는 스키니 더라구요 근데 전 발목까지 조이는건 싫어서 밑을 좀 잘랐어요 가격이 너무 저렴한데 옷의 질은 좋네요 근데 다리통에 비해 허리는 좀 조이는 느낌?.. 이었던것 같아용
ashley9**|이!!!!!!!!뻐요!!!!!!!재질이 진짜좋고 오래신을수 있을것 같아요 고고시에서 많이살게요♡♡♡♡♡♡♡
ashley9**|ㅋㄱㅋㄱㅋㄱㄱㅋ진짜이뻐요 이가격에 산옷중 제일마음에들어요ㅜㅜㅜ핏도이쁘고 재질도 괜찮고고고싱에서 많이살게요
110816730**|옷진짜 이쁘거든요? 이쁜데 진짜 너무 짧아요. ㅠ 짧고 가벼워서 그런지 바람 조금만 불어도 그냥 위로 왁 재쳐져요 진짜 이게 너무 큰 단점인것같아요ㅠㅠㅠㅠㅠㅠ 바람이그냥 살짝만불어도 확 날라가버리니까ㅠㅠ
gusrud2**|옷퀄리티 좋아요! 소매가 포인트라서 옷입을때 좋구 다만 길이가 조금 길어서 아쉽긴해요ㅠㅠ 그래도 바지나 치마에 넣어서 입으면 이뻐요!!
nbin01**|입었을때 핏도이쁘고 다좋은데 허리는 딱맞는편인데 입을때긴 조금 힘드네용 스판끼가 하나도없어서용 그래도 입으면 이뻐요넉넉하게 입고싶으신 분들은 한치수씩 크게 사셔도 괜찮을거같아요
mina05**|너무 마음에 들어서 후기 적어요. 어디 입어도 무난해서 너무 좋네요. 짧은 치마, 긴 치마, 바지, 데님, 베이지, 면.. 정말 어디에도 잘 어울려요. 위에 자켓 걸쳐도 예쁘더라구요. 살집이  좀 있는 편인데 품도 크고 소매도 길어서 여리해보입니다. 입었을 때 정말 편하구요. 너무 자주 입어서 헐으면 다음에 또 살거에요. 예쁜 옷 감사합니다♡
ashley9**|진짜이뻐요 색깔도이쁘고  근데 원하던 핏은아니네요ㅜㅜ질이좀 안좋아요...다려서 입어야할듯해요 별하나빼요
sasadng10**|예쁜 베이지색은 아니예요 약간 카키빛 섞여있는거같고,,, 신축성 이런건 다 좋은데 색깔이 좀 아쉬워욤
sasadng10**|엄청 길어요ㅋㅋㅋㅋㅋㅋㅋ 아니 롱스커트가 긴게 당연하긴 한데 예상한거보다 진짜 엄청 길어서 좀놀랏음 근데예쁩니당 밴딩이라 편하구 밴딩도 짱짱해서 좋음
mina05**|무난하게 딱 예뻐요! 검정색 사서 막 잘 쓰고 다닙니다. 값도 저렴하고 챙이 정말 커서 얼굴 작아보여요. 볼캡 중 볼캡입니다. 값이 저렴하니까 다른 색으로 더 사도 좋을 것 같아요~
esh5**|어깨선이 딱맞아 보여서 주문했어요 덩치가 조금 있어서 어깨선 내려오는건 못입거든요 더 부해보여서ㅠㅠ 이 티는 딱맞아서 좋아요!
esh5**|블라우스에 할 귀걸이 찾다가 구매했어요 잘어울리고 예뻐서 자주 하게 될 것 같아요ㅎㅎ 여리여리해보이구 예뻐요
sasadng10**|누드브라는 처음 써보는데 싱기해요 엄청편하구 접착력도 좋은데 컵이 좀 작은듯 한사이즈 크게 샀어도 될거같음
esh5**|품도 넉넉하고 어디에 입어도 예뻐요 비슷한 남방이있는데 이남방 산이후로 이남방만 입고 다니네요ㅎㅎㅎ
esh5**|생각했던것보다 더 예뻐요 살집이있는편이라 걱정했는데 팔도 생각보다 넉넉해서 예쁘게 입을수있을것같아요!
ashley9**|진짜이뻐요ㅜㅜㅜㅠ디자인부터 핏까지 생각했던것보다 너무 이쁘고 만족스러워요 ㅎㅎ다른것들도 살 생각이예요
ghkd9712**|처음에 불량품이 배송와서 교환신청했는데 공휴일 껴있었는데 배송이 바로 왔어요 치마 마음에 들어요!
ieeu3**|하늘하늘해서 이쁜거같아요 색상은 사진보다 좀 어둡긴해도 예뻐요 여름에 입기에도 시원하고 좋을듯해요길이도 생각보다 안길어서 다행이에요ㅎ.ㅎ
zbxlvnf**|치마 진짜 짱짱이뻐요!!!제키가 좀작아서 치마가 발목밖에안보이긴하지만 그래도 진짜 샤랄라하고 날씬해보여서 짱짱좋아요!완전 적극 추천합니다 친구들도 날씬해보이고 이쁘다고하더라구요 ㅎㅎㅎㅎㅎㅎ
sww15**|쨍한 노란색은 아니구 망고? ㅎㅎ 색깔이에요 ! 전체적으로 티가 얇아서 더운 여름에 이거 하나 입고 다니면 많이 안더울 것 같아요 ! 비치거나 그런건 전혀 없어요 ~
60910554**|심하게 비치지도않고 촉감이랑 색도 맘에들어요~ 많이 더울것 같지도 않구여! 여름에 무난하게 입으려고 삿는데 아주 만족스럽습니당
26212480**|생각보다 빨리받은 상품이에요 ㅎㅎ 짧다는 후기도있고 그냥적당하다는 후기도 있엇는데 ㅜㅜ 전 쫌 많이짧았어요 그치만 이뻐용
26212480**|엠티가서 입었는데 완전편해영 ㅎㅎㅎㅎ 길이도 적당하고 핏도 좋네요 스판도있어서 편하게 입을수잇어요
dlgusdk12**|아래에는 속치마가 있는데 위에는 다 보여요. 이너 입으시고 원피스 입으셔야 할 것 같습니다. 옷은 넘 예쁘고 불편한점도 없네요^^
dlgusdk12**|부들부들한 느낌이 정말 좋고 생각보다 잘 늘어나지도 않아요 근데 신축성은 좋네요. 기장이 짧으니 크롭티라고 생각하고 사야해요.
dlgusdk12**|그냥 티 인줄 알고 샀는데 크롭티에요. 이너로만 입거나 단독으로 입을 땐 크롭티라고 생각하고 입으셔야 합니다. 느낌이 너무좋고 보들보들해요 근데 여름엔 좀 더울 것 같아요.
dlgusdk12**|진짜 너무너무 이뻐요 뒤에 리본만 이쁘게 묶으면 핏도 이뿌고 잘 맞아요. 44사이즈인데 가슴부분이 잘 맞았어요 가슴사리즈 크신 분들은 고민해보고 사세요!
dlgusdk12**|가슴부분 쫀쫀하니 편하기도 하고 핏도 이뿌고 넘 좋아요 여름엔 이너 없이 입어도 이쁠 것 같네요 만족합니다^^*
gksk06**|M 샀는데 허리랑 엉덩이는 크고 발목이랑 종아리는 쪼여서 엄청 불편해요 이렇게 발목이랑 종아리만 쪼이는 바지는 또 처음이네요
ksjoo05**|옷이 하늘하늘하고 넘 이뻐요ㅎㅎ 청바지나 치마 아무데나 입어도 다 잘 어울리고 잘 산거 같아요여름에도 입기 좋을꺼 같아요:)
bedew**|색깔도 이쁘고 사이즈도 잘 맞아요. 봄 가을로 입기에 좋은거 같아요. 추천합니다. 좋아요~~~~~~
755677468**|사이즈 한사이즈 꼭 크게사세요!허리 27기준 m샀는데 입지도 못하고 ㅎ 동생줬습니다허리 25~인 사람이 m입으니까 딱 이쁘더라구요 스판끼가 없어서 그런거같아요 다들 잘 고민해보고 구매하시길!
755677468**|225신는데 살짝 큰가 했는데 230신으면 엄청 꽉맞아요225한테 낙낙히 잘 맞고 발목끈이 있어서 잘 신을 수 있네요저는 평상시 225, 브랜드신발 210까지 신는 사이즈 입니다발볼은 살짝 큰편이에요
755677468**|저번에 품절이여서 못사고 이번에 풀렸길래 바로 구매했는데 아주 이뻐요~ 엄청 낙낙한 핏은아닌데 통통한 몸정도는 가릴 수 있는정도! 이런 오프숄더 많이 나왔으면 좋겠네요!
ahddl60**|색상이 사진이랑 약간 달라요 뭔가 노란기가있는 초록이랄까 사이즈도 프리사이즈라 하기엔 작은느낌 그래두 연청바지나 스커트에 입으면 이쁠거같아요
94528293**|쨍한 레드가 마음에 들어서 기다린 상품인데 이뻐요 ~ 딱 입었을 때 문구가 조금 크다라는 생각을 좀 했지만 잘 입을거같아요
94528293**|지금 신고있는데 발목 부분이 짱짱해요 그래서 조금 아프기도 하구요 ㅋㅋ 간지러운게 좀 있네욤 ㅜㅜ
94528293**|되게 이뻐요 ~! 반팔이 없어서 심플한걸로 삿는데 이뻐서 잘 입고 다녀요 기다린 보람이 있는 반팔티 입니다
94528293**|생각외로 너무 길어서 전 줄여서 입을 예정입니다 사진이 있는데 인터넷이라 가져오질 못하네요 ㅜㅜ 크롭티랑 입기 뱃살을 가려주기 때문에 좋구요 조금 짧았으면 더 좋았을거같네요
yjuy20**|오프숄더는 처음 도전해봐서 걱정이 많았는데 생각보다 별로 안파이고 무난한것같아요! 지금보다 좀 더 더워지면 입고다니기 좋을 정도고 실제 색깔은 핑크-연보라 사이예요!! 하얀색 테니스 스커트랑 진짜 잘어울려요bb 오프숄더 처음 도전하시는 분들께 추추합니다
admswls**|보라색 사진이랑 색깔똑같고 치마나 바지나 다 잘어울릴것 같아요~~~핏도 넉넉하니 이쁘고 보라색 꼭 사세요!
jy03**|생각보다 안쪼여요!! 되게 쬐서 불편할 거라 생각했는데 전혀 그렇지 않고 편하네용 나시에 남방입는거 좋아하는데 요 나시는 자신감뿜뿜하면서 입을 수 있겠어요ㅋㅋㅋㅋ 뽕이 좀 부담스럽지만 잘 입을게오
jy03**|좋아용
chsy01**|심각하게 작아요..s시켰으면 아예 못입을 뻔 했어요.색깔을 정말 예쁘게 잘 빠졌는데 스판끼가 없어서 걸을 때 걸리적거리고 불편해요ㅠㅠ
qhfk33**|시원하구 재질도 좋고 부들부들하고 자켓안에 받쳐 입으면 너무 좋을꺼 같아용 만족합니다ㅎㅎㅎ♡
qhfk33**|그 보기싫은 틈?같은게 없어서 너무 좋고 적당한 쫀쫀함에 막 촌스럽다거나 엄청나게 밝은 연청이 아니여서 좋아용
ywb**|이름에 있는 설명처럼 찰랑찰랑하니 시원한 옷이에요 흰색이랑 분홍색도 사서 올 여름에 시원하게 입어야겠어요
ywb**|왜이렇게 사는 사람이 많은지 알거같은 원피스에요길이가 짧은게 유일한 단점이고 나머지는 핏도 예쁘고 얇은정도도 마음에 들어요 무엇보다 입었을때 너무 예쁩니다
qhfk33**|레터링 과한걸 별로 안좋아하는데 정말 필기체스타일에 적당한 레터링이여서 맘에들고 사이즈도 적당하고 너무 좋아용
qhfk33**|재질 너무 좋구 무늬도 맘에 들어요! 너무 과한패턴이 아니라 적당한게 딱 맘에들고 예뻐요ㅎㅎ근데 뭔가 새옷냄새가 좀 심하네요ㅠㅜㅠ
ywb**|AB공용이라 어떤지 몰라서 반신반의하며 샀는데 다행히 잘 맞고 예쁘게 모아져서 만족해요!검은색도 사려구요ㅎㅎ
qhfk33**|재질도 좋고 사이즈도 적당하구 지금 입기에도 가볍구 너무 좋아여 >`<빨강이랑 블랙이랑 고민하다가 블랙삿는데 빨강도 사고싶네요ㅠ
o0o12**|여름에 레이어드용으로 입으려고 샀는데 훨씬 만족스러워요 촉감도 부들부들하고 팔에 물결디테일 이쁘구요 그냥 하나만 입어도 이쁘네용ㅎㅎ
ywb**|꽃무늬 치마 찾다가 이뻐보여서 샀어요 생각보다 윗부분이 몸에 딱 붙어서 라인이 드러나고요 아랫부분은 살랑살랑 예쁘게 입을 수 있어요마른분이 입으신다면 전체적으로 살랑살랑한 치마가 될거같아요
twlt1**|와 정말 너무 맘에 듭니당! 원래 귀찮아서 후기 안쓰는 편인데고고싱이라는 쇼핑몰도 너무 맘에 들어 쓰게 됩니당일단 로브는 하늘하늘 걸을 때 너무 이쁘구여! 바캉스갈때, 약간 서늘한 여름날씨에 입어도 좋고 저는 실내가운으로도 활용합니당..;; 잘 보면 양쪽 허리에 끈 끼우는 고리?있어서 더 편했어요!(사진 상으론 없는줄..;)그리고 고고싱은 전날 4시?5시에 주문했는데 문의글고 바로 답주시고, 바로 발송해주시고 바로 담날 도착!!! 바로바로~~이렇게 맘에드는 쇼핑몰는 첨❤️이쁜 상품! 저렴한 가격! 저렴한 배송비! 총알발송!! 여러분 고고싱은 사랑입니당
rja0**|집 도착하자마자 뜯었습니닼ㅋㅋㅋㅋ그런데 뜯자마자 악취가...ㅠㅠㅠㅠ 재질도 부드럽진 않아요상의는 스판끼가 없어서 입을 때 좀 불편한 감이 있긴하지만 입고나면 불편한 느낌 하나 없이 편하구요! 몸무게 50~52라곤 했디만 52-53왔다갔다하는데 치마는 쬐애끔 꼈어용 ㅠㅠ아그리구 화면상보다 색은 어두운거같아용그래도 전체적으로 핏 맘에드러욤♥️♥️잘입겠슴니당착샷은 놀러갔다온후 수정해서 사진 추가하겠습니닷
